starting_point,destination_point,route_id,transport_type,route_name,route_path,road_distance_km,road_type,highway_number,date,time,weather_condition,temperature_C,traffic_congestion_index,holiday,weekday,season,actual_arrival_delay_min
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-01-03,12:20:00,Heavy Rain,19.6,29.0,0,Friday,Winter,8.53
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-05-06,07:35:00,Rain,20.9,35.3,0,Tuesday,Spring,12.25
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-22,22:00:00,Cloudy,24.4,76.9,0,Saturday,Spring,12.87
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-12-13,20:00:00,Cloudy,19.7,59.4,0,Saturday,Winter,11.55
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-07-22,21:30:00,Heavy Rain,25.2,67.8,0,Tuesday,Monsoon,19.5
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-04-29,11:25:00,Clear,28.1,51.5,0,Tuesday,Spring,10.99
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-04-12,16:20:00,Clear,22.8,44.4,1,Saturday,Spring,6.16
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-07-25,12:05:00,Heavy Rain,29.0,65.3,0,Friday,Monsoon,14.86
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-01-02,09:50:00,Rain,22.8,55.2,0,Thursday,Winter,16.91
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-04-04,08:20:00,Storm,29.3,46.6,0,Friday,Spring,23.13
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-02,11:25:00,Clear,21.4,21.7,0,Sunday,Spring,7.47
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-15,14:20:00,Heavy Rain,31.5,69.1,0,Friday,Monsoon,10.16
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-09-02,07:25:00,Clear,31.5,58.8,0,Tuesday,Autumn,17.12
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-06-20,17:35:00,Rain,37.4,37.9,0,Friday,Monsoon,14.84
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-02-21,13:45:00,Heavy Rain,19.4,73.6,0,Friday,Winter,11.3
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-05-16,20:30:00,Clear,22.9,54.9,0,Friday,Spring,9.71
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-11-04,10:05:00,Clear,27.3,55.3,0,Tuesday,Autumn,11.04
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-03-16,05:50:00,Cloudy,31.8,67.7,0,Sunday,Spring,11.1
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-03-01,10:15:00,Rain,26.4,63.4,0,Saturday,Spring,11.88
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-02-10,22:00:00,Clear,21.1,55.9,0,Monday,Winter,9.93
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-10-26,10:00:00,Heavy Rain,23.5,46.2,0,Sunday,Autumn,14.12
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-02-13,17:45:00,Clear,19.1,89.7,0,Thursday,Winter,12.58
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-08-01,20:20:00,Cloudy,21.5,35.3,1,Friday,Monsoon,17.77
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-12-31,10:00:00,Clear,15.1,64.9,0,Wednesday,Winter,6.15
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-23,16:45:00,Heavy Rain,29.0,48.3,0,Saturday,Monsoon,15.51
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-05-31,08:15:00,Clear,25.9,59.1,0,Saturday,Spring,9.24
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-17,11:55:00,Cloudy,23.1,74.7,0,Monday,Spring,12.19
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-01-01,10:50:00,Clear,16.5,43.8,0,Wednesday,Winter,7.33
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-02-26,17:00:00,Heavy Rain,19.0,62.0,0,Wednesday,Winter,21.35
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-12-14,20:40:00,Rain,17.7,55.3,0,Sunday,Winter,15.03
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-02-22,09:35:00,Clear,18.2,37.2,0,Saturday,Winter,11.18
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-01-08,10:10:00,Clear,20.2,75.2,0,Wednesday,Winter,9.6
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-10-25,19:20:00,Cloudy,25.0,64.2,0,Saturday,Autumn,15.56
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-06-02,13:25:00,Cloudy,33.1,41.3,1,Monday,Monsoon,15.66
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-05-11,14:05:00,Rain,24.0,72.1,0,Sunday,Spring,12.34
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-09-19,17:40:00,Cloudy,31.8,33.4,0,Friday,Autumn,12.14
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-07-10,07:15:00,Cloudy,32.3,49.4,0,Thursday,Monsoon,12.72
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-11-30,20:55:00,Rain,24.9,41.4,0,Sunday,Autumn,7.81
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-06-20,11:45:00,Cloudy,28.1,65.0,0,Friday,Monsoon,8.3
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-18,16:35:00,Clear,26.6,40.4,0,Thursday,Autumn,7.5
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-11-17,12:05:00,Clear,27.8,65.2,1,Monday,Autumn,12.03
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-06-19,18:00:00,Clear,32.3,61.9,0,Thursday,Monsoon,17.64
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-04-14,16:05:00,Cloudy,23.0,42.5,0,Monday,Spring,9.84
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-12-22,08:25:00,Clear,19.3,86.6,0,Monday,Winter,14.18
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-03-24,08:45:00,Cloudy,20.7,35.1,1,Monday,Spring,12.92
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-01-15,20:05:00,Clear,17.5,21.8,0,Wednesday,Winter,5.88
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-07-31,14:40:00,Rain,33.4,67.1,1,Thursday,Monsoon,13.78
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-12-27,09:00:00,Clear,13.7,7.0,0,Saturday,Winter,9.61
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-02-01,07:15:00,Cloudy,13.2,79.8,0,Saturday,Winter,11.94
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-11-07,07:35:00,Clear,26.7,52.0,0,Friday,Autumn,9.76
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-10-31,21:45:00,Clear,30.2,21.5,0,Friday,Autumn,7.92
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-12-06,22:45:00,Clear,19.0,31.0,0,Saturday,Winter,9.89
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-06-03,12:30:00,Cloudy,23.3,17.3,0,Tuesday,Monsoon,6.81
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-04-03,08:00:00,Rain,22.0,57.7,0,Thursday,Spring,9.81
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-07-06,12:15:00,Clear,29.3,23.5,1,Sunday,Monsoon,6.19
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-02-21,07:45:00,Rain,14.5,60.0,0,Friday,Winter,13.62
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-11-04,14:00:00,Cloudy,26.4,43.9,0,Tuesday,Autumn,8.54
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-08-31,16:40:00,Cloudy,29.6,40.5,0,Sunday,Monsoon,6.47
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-06-26,22:40:00,Cloudy,27.5,60.2,0,Thursday,Monsoon,15.11
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-07-08,10:45:00,Clear,34.4,62.5,0,Tuesday,Monsoon,5.68
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-09-17,08:10:00,Rain,27.8,72.9,0,Wednesday,Autumn,16.62
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-07-10,07:10:00,Rain,32.6,37.3,0,Thursday,Monsoon,10.83
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-11-03,11:10:00,Rain,28.8,49.4,0,Monday,Autumn,7.15
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-12-04,15:20:00,Clear,17.5,37.3,0,Thursday,Winter,2.78
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-12-13,06:30:00,Rain,17.4,53.3,0,Saturday,Winter,12.06
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-08-15,18:05:00,Clear,28.1,34.4,1,Friday,Monsoon,14.08
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-09-29,13:30:00,Cloudy,28.0,41.5,0,Monday,Autumn,7.64
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-04-24,19:10:00,Clear,25.0,41.6,0,Thursday,Spring,13.21
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-01-14,13:30:00,Clear,23.2,55.9,0,Tuesday,Winter,2.32
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-05-27,07:15:00,Cloudy,24.8,50.1,0,Tuesday,Spring,11.51
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-11-15,05:55:00,Heavy Rain,26.6,60.1,0,Saturday,Autumn,8.59
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-02-18,15:15:00,Clear,17.3,47.9,0,Tuesday,Winter,9.12
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-07-19,14:50:00,Cloudy,27.6,38.4,0,Saturday,Monsoon,7.06
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-03-12,19:10:00,Cloudy,33.5,53.8,0,Wednesday,Spring,13.92
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-06-06,20:05:00,Heavy Rain,27.7,31.7,0,Friday,Monsoon,13.2
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-02-22,07:10:00,Rain,17.1,61.4,1,Saturday,Winter,16.56
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-09-26,10:25:00,Clear,24.0,44.3,0,Friday,Autumn,9.85
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-10-23,08:50:00,Clear,26.1,54.1,0,Thursday,Autumn,5.46
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-10-04,06:10:00,Cloudy,25.7,54.4,0,Saturday,Autumn,10.23
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-09-15,05:45:00,Clear,22.6,82.0,0,Monday,Autumn,16.22
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-03-27,06:40:00,Heavy Rain,25.7,57.6,0,Thursday,Spring,11.7
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-07-13,14:20:00,Heavy Rain,30.8,51.5,0,Sunday,Monsoon,8.29
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-02-08,07:20:00,Heavy Rain,21.1,36.2,0,Saturday,Winter,12.87
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-05-17,08:55:00,Clear,27.1,66.0,0,Saturday,Spring,12.77
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-07-04,07:40:00,Rain,29.2,44.6,0,Friday,Monsoon,14.55
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-09-02,18:10:00,Rain,24.9,19.5,0,Tuesday,Autumn,12.63
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-02-05,16:50:00,Clear,16.5,46.1,0,Wednesday,Winter,12.04
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-10-24,22:20:00,Clear,23.2,53.8,0,Friday,Autumn,10.1
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-06-17,07:00:00,Clear,24.3,33.6,0,Tuesday,Monsoon,12.21
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-11-18,08:45:00,Cloudy,23.9,47.6,0,Tuesday,Autumn,10.92
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-07-12,13:50:00,Storm,31.7,48.6,0,Saturday,Monsoon,9.58
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-07-19,16:25:00,Rain,27.7,48.9,0,Saturday,Monsoon,5.34
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-09-10,07:40:00,Clear,25.0,74.7,0,Wednesday,Autumn,12.95
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-10-27,08:10:00,Cloudy,24.9,23.8,0,Monday,Autumn,6.79
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-02-27,12:50:00,Clear,21.7,90.7,1,Thursday,Winter,12.27
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-07-06,05:20:00,Clear,26.2,49.3,0,Sunday,Monsoon,5.01
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-01-11,12:15:00,Clear,18.8,61.6,0,Saturday,Winter,13.75
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-06-23,18:30:00,Cloudy,28.8,52.6,0,Monday,Monsoon,14.36
